Unnamed: 0,university,sent_id,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,governer_first_cs_word,preceding_word,governer_trans,preceding_trans,Unnamed: 12,Unnamed: 13,preceding_prob
495,CMU,1577,如果 想要 圣诞树 的 ornaments and skirt 可以 商量 ！,如果 想要 圣诞树 的 装饰 和 短裙 可以 商量 ！,5,ornaments,装饰,skirt,的,裙子,the,,,1.958620230392498e-06
496,CMU,1579,现有 两 块 white board 出售 ， 28*18 inches .,现有 两 块 白板 出售 ， 28 * 18 英尺 。,4,white,白板,board,块,董事会,block,,,6.953101817893367e-05
497,CMU,1584,更新 ， 添加 了 list 。,更新 ， 添加 了 列表 。,5,list,列表,添加,了,add,the,,,0.00017577560987858928
498,CMU,1593,都 用 了 一 年 ， 而且 非常 爱惜 ， 所以 condition 很好 。,都 用 了 一 年 ， 而且 非常 爱惜 ， 所以 车况 很 好 。,12,condition,车况,。,所以,.,so,,,5.875860691177493e-06
499,CMU,1594,免费 的 桌子 ， baby seat ， high chair ， queen size mattress .,免费 的 桌子 ， 婴儿 座椅 ， 高 脚凳 ， 较 大号 床垫 。,5,baby,婴儿,seat,，,座位,.,,,1.0772411267158737e-05
500,CMU,1605,sold 还 卖 吗 ？,销售 还 卖 吗 ？,1,sold,销售,卖,,sell,,,,0.0
501,CMU,1616,联系 电话 ： pn-32 自行车 已 卖 沙发 卖 fan sold,联系 电话 ： pn-32 自行车 已 卖 沙发 卖 风扇 已售,10,fan,风扇,sold,卖,出售,sell,,,4.1131024838242455e-05
502,CMU,1620,图片 请 右键 在 新 tab 打开 。,图片 请 右键 在 新 按键 打开 。,6,tab,按键,打开,新,Open the,new,,,4.896550575981244e-06
503,CMU,1628,所有 保养 ， inspection ， 换 轮胎 全 都 是 在 奔驰 dealer 做 的 。,所有 保养 ， 检查 ， 换 轮胎 全 都 是 在 奔驰 汽车 经销商 做 的 。,4,inspection,检查,的,，,the,.,,,5.875860691177493e-06
504,CMU,1629,宜家 小 书桌 电话 ： 5l7-42o-7921 （ message preferred ）,宜家 小 书桌 电话 ： 5l7-42o-7921 （ 联系 偏好,8,message,联系,preferred,（,首选,(,,,5.6799986681382434e-05
505,CMU,1631,prepaid ， 用 多少 交 多少 。,提前 支付 ， 用 多少 交 多少 。,1,prepaid,提前,，,,，,,,,0.0
506,CMU,1632,希望 你 至少 在 plan 里 一 年 ， 按时 交 话费 ， 谢谢,希望 你 至少 在 套餐 里 一 年 ， 按时 交 话费 ， 谢谢,5,plan,套餐,交,在,Hand in,in,,,0.00010772411267158738
507,CMU,1643,谢谢 支持 ： ） 哦 对 ， 请 联系 ： pn-36 ( text only ),谢谢 支持 ： ） 哦 对 ， 请 联系 ： pn-36 （ 只 收 短信 ）,13,text,只,only,(,只有,(,,,2.3503442764709972e-05
508,CMU,1645,图片 available 。,图片 空闲 。,2,available,空闲,空闲,图片,free,The picture,,,6.261838788960378e-05
509,CMU,1650,显卡 ： integrated ;,显卡 ： 整合 ；,3,integrated,整合,显卡,：,The graphics card,:,,,2.9379303455887465e-06
510,CMU,1657,请 email 联系 ： em@115,请 邮件 联系 ： em@115,2,email,邮件,联系,请,contact,please,,,0.00016452409935296982
511,CMU,1663,私人 之间 租赁 如何 界定 liability ?,私人 之间 租赁 如何 界定 责任 ？,6,liability,责任,界定,界定,define,define,,,8.81379103676624e-06
512,CMU,1668,因为 是 本人 的 第一 辆 车 ， 所以 非常 爱惜 ， 定期 dealer 做 保养 。,因为 是 本人 的 第一 辆 车 ， 所以 非常 爱惜 ， 定期 汽车 经销商 做 保养 。,14,dealer,汽车,做,定期,do,On a regular basis,,,0.0
513,CMU,1669,车况 优良 ， 里程 数 67，500 miles 。,车况 优良 ， 里程 数 67，500 英里 。,7,miles,英里,"67,500","67,500",67500,67500,,,1.2731031497551235e-05
514,CMU,1670,下面 是 suv 的 配置 ： feature include : 4-cyl 2 .,下面 是 吉普 的 配置 ： 几 轮 驱动 ： 4-cyl 2 。,7,feature,几,:,：,:,:,,,8.81379103676624e-06
515,CMU,1673,一 个 是 full size ， 另 一 个 是 queen size .,一 个 是 标准 大小 ， 另 一 个 是 较 大号 床 。,4,full,标准,size,是,大小,is,,,0.00013407296921349445
516,CMU,1676,车主 是 第二 个 owner ， 是 个 妹子 ， 极其 爱惜 车 。,车主 是 第二 个 车主 ， 是 个 妹子 ， 极其 爱惜 车 。,5,owner,车主,车主,个,The owner,a,,,1.0772411267158737e-05
517,CMU,1687,moving sale 出售 家具 ！,搬家 甩卖 出售 家具 ！,1,moving,搬家,sale,,出售,,,,0.0
518,CMU,1688,两 张 queen size 的 床 ， 宜家 购入 ， 很 新 ！,两 张 较大 床 的 床 ， 宜家 购入 ， 很 新 ！,3,queen,较大,size,张,大小,zhange,,,3.917240460784996e-06
519,CMU,1693,请问 ， area code 是 什么 .,请问 ， 地区 代码 是 什么 。,3,area,地区,code,，,代码,.,,,0.00010086894186521363
520,CMU,1695,link 里 能 看到 的 东西 都 是 available 的 ！,链接 里 能 看到 的 东西 都 是 可行 的 的 ！,1,link,链接,看到,,see,,,,0.0
521,CMU,1698,我 是 second owner 。,我 是 第二 任 主人 。,3,second,第二,。,是,.,is,,,6.703648460674723e-05
522,CMU,1699,都 是 full size 可以 睡 两 个 人 。,都 是 标准 大小 可以 睡 两 个 人 。,3,full,标准,size,是,大小,is,,,0.00013407296921349445
523,CMU,1701,无 任何 大 事故 ， clean title ， 定期 保养 ， 车况 良好 。,无 任何 大 事故 ， 无 事故 ， 定期 保养 ， 车况 良好 。,6,clean,无,无,，,There is no,.,,,2.4482752879906222e-05
524,CMU,1703,一 个 queen size ， 一 个 full size 。,一 个 较 大号 ， 一 个 标准 大小 。,3,queen,较,size,个,大小,a,,,3.917240460784996e-06
525,CMU,1705,需要 事物 图片 的 message 我 ， 我 发给 你 。,需要 事物 图片 的 信息 我 ， 我 发给 你 。,5,message,信息,发给,的,Sent to,the,,,0.00011299860635052168
526,CMU,1713,联系 方式 pn-39 ， 请 先 text 一下 谢谢 ～,联系 方式 pn-39 ， 请 先 讯息 一下 谢谢 ～,7,text,讯息,谢谢,先,thank you,"First,",,,2.3503442764709972e-05
527,CMU,1714,beats 音响 。,耳机 牌子 音响 。,1,beats,耳机,。,,.,,,,0.0
528,CMU,1715,跟我 之前 那个 蓝色 的 是 同 款 ， 有 一 个 顶灯 和 一 个 方向 可以 调节 的 reading lamp 。,跟我 之前 那个 蓝色 的 是 同 款 ， 有 一 个 顶灯 和 一 个 方向 可以 调节 的 读书 灯 。,21,reading,读书,lamp,的,灯,the,,,3.766620211684056e-05
529,CMU,1716,所以 在 那天 才 能 pick up .,所以 在 那天 才 能 领取 。,6,pick,领取,领取,能,To receive,can,,,5.828411563568542e-05
530,CMU,1720,打 电话 或 发 短信 皆 可 ， 现金 或 check 支付 。,打 电话 或 发 短信 皆 可 ， 现金 或 支票 支付 。,11,check,支票,支付,或,pay,or,,,0.00010282756209560613
531,CMU,1726,第三 代 ipad ， 32g 内存 ， retina display 。,第三 代 ipad ， 32g 内存 ， 视网膜 显示屏 。,8,内存,视网膜,display,，,显示,.,,,0.0022374398264289105
532,CMU,1730,挂着 的 那个 是 burner ， 其他 的 是 candle holder 。,挂着 的 那个 是 火炉 ， 其他 的 是 蜡烛垫 。,5,burner,火炉,火炉,是,The stove,is,,,2.9379303455887465e-06
533,CMU,1731,超大 容量 ， 可 存放 soda ， beer ， etc .,超大 容量 ， 可 存放 苏打 ， 啤酒 ， 等等 。,6,soda,苏打,存放,存放,store,store,,,3.917240460784996e-06
534,CMU,1737,车 非常 好 ， 可以 email 要 图片 。,车 非常 好 ， 可以 邮件 要 图片 。,6,email,邮件,可以,可以,can,can,,,0.00016452409935296982
535,CMU,1751,因而 出售 之前 住 apartment 时 买 的 一 台 洗衣机 。,因而 出售 之前 住 公寓 时 买 的 一 台 洗衣机 。,5,apartment,公寓,住,住,live,live,,,6.659308783334492e-05
536,CMU,1754,车辆 clean title ， 没有 涉及 任何 事故 。,车辆 无 事故 记录 没有 涉及 任何 事故 。,2,clean,无,无,车辆,There is no,vehicle,,,2.4482752879906222e-05
537,CMU,1758,毕业 sale .,毕业 销售 。,2,sale,销售,毕业,毕业,graduation,graduation,,,5.875860691177493e-06
538,CMU,1763,求购 价格 适中 的 椅子 用来 coding ， 以及 书桌 上 用 的 台灯 。,求购 价格 适中 的 椅子 用来 编程 ， 以及 书桌 上 用 的 台灯 。,7,coding,编程,台灯,用来,Desk lamp,Used to,,,0.0010150391515101297
539,CMU,1768,吸尘器 已 出 ， box 还在,吸尘器 已 出 ， 盒子 还在,5,box,盒子,还在,，,Also in the,.,,,3.0358613571083714e-05
540,CMU,1769,heater ， 住 house 的 同学 冬天 非常 需要 。,自 热 暖气 ， 住 房子 的 同学 冬天 非常 需要 。,1,heater,自,住,,live,,,,0.0
541,CMU,1774,目前 匹兹堡 选择 at&t 的 用户 最多 ] 五 人 at&t 手机 plan ， 因为 一 个 成员 离开 匹兹堡 ， 现在 招 一 名 新生 加入 !,目前 匹兹堡 选择 at&t 的 用户 最多 】 五 人 at&t 手机 计划 ， 因为 一 个 成员 离开 匹兹堡 ， 现在 招 一 名 新生 加入 ！,13,plan,计划,at&t,手机,at&t,Mobile phone,,,0.0006427801277266318
542,CMU,1775,yard sale 在 哪里 ？,庭院 旧货 出售 在 哪里 ？,1,yard,庭院,sale,,出售,,,,0.0
543,CMU,1783,忘了 说 ~ 木 有 任何 事故 ， clean title 。,忘了 说 ~ 木 有 任何 事故 ， 无 事故 记录 。,9,clean,无,有,，,There are,.,,,2.4482752879906222e-05
544,CMU,1800,一边 开车 一边 说 ， call ， honey ， 然后 享受 轻松 惬意 双 手 free 的 开车 加 聊天 吧 ！,一边 开车 一边 说 ， 打 电话 ， 亲爱的 ， 然后 享受 轻松 惬意 双 手 免费 的 开车 加 聊天 吧 ！,6,call,打,说,，,said,.,,,0.00013906203635786734
545,CMU,1802,原来 跟 同学 住 客厅 ， 就 买 了 这个 衣架 （ 加 cover ） ， 方便 放 衣服 而且 可以 当 “ 墙 ” ， 当时 为了 提高 生活 品质 ， 就 狠心 买 了 ， 确实 不错 。,原来 跟 同学 住 客厅 ， 就 买 了 这个 衣架 （ 加 外罩 ） ， 方便 放 衣服 而且 可以 当 “ 墙 ” ， 当时 为了 提高 生活 品质 ， 就 狠心 买 了 ， 确实 不错 。,14,cover,外罩,买,加,buy,add,,,3.8193094492653704e-05
546,CMU,1820,站 内 联系 ， thx 我 有 较小 书桌 加 转椅 出售 有 兴趣 我 发 图 到 你 邮箱,站 内 联系 ， 谢谢 我 有 较小 书桌 加 转椅 出售 有 兴趣 我 发 图 到 你 邮箱,5,thx,谢谢,有,，,There are,.,,,0.0022374398264289105
547,CMU,1827,有 一 个 queen size 的 box spring 有 人 要 吗 ？,有 一 个 较 大号 大小 的 床垫 有 人 要 吗 ？,4,queen,较,size,个,大小,a,,,3.917240460784996e-06
548,CMU,1830,已 专业 清洗 ， 干净 整洁 ， size 相当 大 ， 大小 见 图片 。,已 专业 清洗 ， 干净 整洁 ， 大小 相当 大 ， 大小 见 图片 。,8,size,大小,大,，,big,.,,,3.2317233801476215e-05
549,CMU,1832,我 在 这里 发 过 post 。,我 在 这里 发 过 帖子 。,6,post,帖子,发,过,hair,pass,,,0.0002585378704118097
550,CMU,1833,moving sale 只 剩 最后 两 件 东西 了 ！,持续 甩卖 只剩 最后 两 件 东西 了 ！,1,moving,持续,sale,,出售,,,,0.0
551,CMU,1835,需要 的 请 在 这个 thread 回帖 。,需要 的 请 在 这个 帖子 回帖 。,6,thread,帖子,回帖,这个,Return card,this,,,0.0007221650508223655
552,CMU,1839,车 的 状况 很 好 ， 没有 出 过 任何 大 的 mechanic 问题 。,车 的 状况 很 好 ， 没有 出 过 任何 大 的 修理工 问题 。,13,mechanic,修理工,问题,的,The problem,the,,,0.19728301128730524
553,CMU,1840,moving sale - 高清 电视 ， 家具 和 汽车 。,持续 甩卖 高清 电视 ， 家具 和 汽车 。,1,moving,持续,sale,,出售,,,,0.0
554,CMU,1841,毕业 sale ~ ~ 。,毕业 甩卖 ~ ~ 。,2,sale,甩卖,甩卖,毕业,sale,graduation,,,5.875860691177493e-06
555,CMU,1845,moving sale 卖 家具 卖 杂货 。,持续 甩卖 卖 家具 卖 杂货 。,1,moving,持续,sale,,出售,,,,0.0
556,CMU,1847,已经 update 可 送 洗车 用具 如 有 问题 请 联系 一下 邮件 em@136,已经 更新 可 送 洗车 用具 如 有 问题 请 联系 一下 邮件 em@136,2,update,更新,送,已经,send,already,,,3.7213784377457453e-05
557,CMU,1850,出 twin size mattress 一 个 。,出 双 人 大小 一 个 。,2,twin,双,size,出,大小,Out of the,,,0.0002904986201315544
558,CMU,1851,只用 了 几 个 月 所以 现在 的 condition 除了 不 能 给 原 包装 可以 说 非常 好 。,只用 了 几 个 月 所以 现在 的 条件 除了 不 能 给 原 包装 可以 说 非常 好 。,9,condition,条件,说,的,said,the,,,2.5110801411227038e-05
559,CMU,1852,moving sale 啦 ！,持续 甩卖 啦 ！,1,moving,持续,sale,,出售,,,,0.0
560,CMU,1853,需要 床 （ 最好 是 full 以上 的 ） ， 桌子 ， 椅子 这些 。,需要 床 （ 最好 是 标准 大小 以上 的 ） ， 桌子 ， 椅子 这些 。,6,full,标准,以上,是,The above,is,,,0.00013407296921349445
561,CMU,1858,有 被子 full size ， 特性 ： 暖和 又 轻便 。,有 被子 标准 大小 ， 特性 ： 暖和 又 轻便 。,3,full,标准,size,被子,大小,The quilt,,,3.130919394480189e-05
562,CMU,1863,只要 没 坏 没 bug 就 行 。,只要 没 坏 没 漏洞 就 行 。,5,bug,漏洞,行,没,line,no,,,7.834480921569991e-06
563,CMU,1870,首先 ， 这 并不 是 所谓 的 apartment ， 而 是 一 个 house 里面 的 ， ground floor 。,首先 ， 这 并不 是 所谓 的 公寓 ， 而 是 一 个 房子 里面 的 ， 地下层 。,8,apartment,公寓,公寓,的,apartment,the,,,0.00010044320564490815
564,CMU,1877,有 口语 不 好 想 找 陪练 ， 或者 希望 找 native speaker 准备 面试 ， 文书 的 同学 可以 联系 他 。,有 口语 不 好 想 找 陪练 ， 或者 希望 找 说 母语 的 人 准备 面试 ， 文书 的 同学 可以 联系 他 。,12,native,说,面试,找,The interview,Looking for a,,,0.00012454075596238869
565,CMU,1878,proof that the vehicle is insured 列 了 四 种 proof ， 带 其中 一 种 就 行 了 吗 ？,证明 车辆 在 保列 了 四 种 证明 ， 带 其中 一 种 就 行 了 吗 ？,1,proof,证明,一,,one,,,,0.0
566,CMU,1883,每 学期 的 flex dollars 有 什么 用 ？,每 学期 的 校内 币 有 什么 用 ？,4,flex,校内,dollars,的,美元,the,,,8.81379103676624e-06
567,CMU,1892,门口 就 可以 parking ， 超级 方便,门口 就 可以 停车 ， 超级 方便,4,parking,停车,停车,可以,parking,can,,,5.288274622059744e-05
568,CMU,1893,超级 安全 ： gated apt ！,超级 安全 ： 门禁 公寓,4,gated,门禁,apt,：,公寓,:,,,1.958620230392498e-06
569,CMU,1894,求人 同行 ， 飞机 bus 都 可以 ， 住宿 也好 商量 。,求人 同行 ， 飞机 公交 都 可以 ， 住宿 也好 商量 。,5,bus,公交,可以,飞机,can,The plane,,,0.00010958217880680662
570,CMU,1905,我 和 几 个 同学 summer 要 去 纽约 实习 ， 找到 了 new jersey 的 住处 。,我 和 几 个 同学 夏季 要 去 纽约 实习 ， 找到 了 新泽西 的 住处 。,6,summer,夏季,去,同学,Go to the,classmate,,,0.0001224137643995311
571,CMU,1907,什么 是 college puzzle challenge ？,什么 是 大学 智力 解密 ？,3,college,大学,challenge,是,挑战,is,,,0.0004661516148334145
572,CMU,1912,在 国内 有 驾照 ， 打算 租车 去 考试 ， 因为 是 permit 上路 开 所以 需要 有 驾照 的 同学 陪同 ， 请 电话 或 短信 联系 pn-52 ， 谢谢 ！,在 国内 有 驾照 ， 打算 租车 去 考试 ， 因为 是 停车 证 上路 开 所以 需要 有 驾照 的 同学 陪同 ， 请 电话 或 短信 联系 pn-52 ， 谢谢 ！,13,permit,停车,上路,是,On the road,is,,,3.917240460784996e-06
573,CMU,1913,找 family plan 有 空位 的 join ， 或者 现在 还 没有 想要 签 family plan 的 同学 一 起 联系 方式 ： em@140,找 家庭 套餐 有 空位 的 加入 ， 或者 现在 还 没有 想要 签 家庭 套餐 的 同学 一 起 联系 方式 ： em@140,2,family,家庭,plan,找,计划,Looking for a,,,0.00012454075596238869
574,PSU,0,请 问 现在 能 confirm 我 了 吗 ？,请 问 现在 能 确认 我 了 吗 ？,5,confirm,确认,问,能,ask,can,,,0.0002914205781784271
575,PSU,8,房东 是 杨 太太 ， 人 很 nice ， 有 什么 问题 请 随时 联系 她 ： pn-0 可 留言,房东 是 杨 太太 ， 人 很 友善 ， 有 什么 问题 请 随时 联系 她 ： pn-0 可 留言,8,nice,友善,太太,很,Mrs.,very,,,0.00026469031233456857
576,PSU,13,有 人 5/8 去 jfk 吗 ？,有 人 5/8 去 肯尼迪 机场 吗 ？,5,jfk,肯尼迪,吗,去,?,Go to the,,,0.0003113066578117217
577,PSU,15,有 4/30 前往 jfk 的 吗 ？,有 4/30 前往 肯尼迪 机场 的 吗 ？,4,jfk,肯尼迪,的,前往,the,To travel to,,,4.1520479976748534e-05
578,PSU,20,hello ， 各位 ！,大家 好 ！ 各位,1,hello,大家,，,,.,,,,0.0
579,PSU,22,本人 男 ， park 校区 。,本人 男 ， 在 帕克 校区 。,4,park,在,校区,，,campus,",",,,5.092412599020494e-05
580,PSU,24,fall semester 已 出租,秋季 学期 已 出租,1,fall,秋季,semester,,学期,,,,0.0
581,PSU,27,小区 提供 visitor parking 。,小区 提供 访客 停车位 。,3,visitor,访客,parking,提供,停车,provide,,,1.958620230392498e-06
582,PSU,29,本人 安静 易 相处 ， 性格 nice 。,本人 安静 易 相处 ， 性格 友善 。,7,nice,友善,相处,性格,Get along with,character,,,0.0001762758207353248
583,PSU,34,所以 请问 lease 是 八月 一日 开始 还是 六月 一日 ？,所以 请问 租房 合同 是 八月 一日 开始 还是 六月 一日 ？,3,lease,租房,是,请问,is,"Excuse me,",,,0.00020752485110091934
584,PSU,38,master 要 毕业 的 同学 看 过来 ~,研究生 要 毕业 的 同学 看 过来 ~,1,master,研究生,毕业,,graduation,,,,0.0
585,PSU,40,而且 还 有 一些 签证 等 paperwork 需要 提前 处理 。,而且 还 有 一些 签证 等 文书 材料 需要 提前 处理 。,7,paperwork,文书,需要,等,Need to be,Etc.,,,3.917240460784996e-06
586,PSU,43,能 不 能 续签 lease ?,能 不 能 续签 租房 合同 ？,5,lease,租房,?,续签,?,To renew,,,6.228071996512279e-05
587,PSU,44,原价 $700 / m ， 现 只 需 $500 / m 。,原价 $700 / 月 ， 现 只 需 $500 / 月 。,4,m,月,$700,/,The $700,/,,,0.0005014067789804794
588,PSU,47,去 专业 机构 quote 以后 重新 定价,去 专业 机构 报价 以后 重新 定价,4,quote,报价,去,机构,Go to the,institutions,,,1.1751721382354986e-05
