,file,type,conversation,speaker,filtered_transcript_2015,length_of_turn,direction_of_code_switches,first_cs_word,first_cs_word_eng_pos,word_length_eng,english_translation,english_wbw_translation,first_cs_word_zh,word_length_zh,first_cs_word_zh_pos,first_cs_word_eng_raw_freq,first_cs_word_zh_raw_freq,first_cs_word_eng_freq,first_cs_word_zh_freq,chinese_translation,chinese_wbw_translation,cs word en surprisal,cs word en wbw surprisal,cs word zh surprisal,cs word zh wbw surprisal
8718,29NC54FBQ_0101,Conversation,29,54,"['他们', 'add', 'drop', '因为', 'i', 'heard', 'from', 'during', 'the', 'orientation', 'the', 'seniors', 'already', 'told', 'us', 'that']",16,"['man > eng', 'eng > man', 'man > eng']",add,1,3,their add drop is because i heard from during the orientation the seniors alream told us that,them add drop because i heard from during the orientation the seniors already told us that,添加,2,0,23337076,233381,13.897101234125346,16.812383716448984,他们添加滴头因为我在迎新期间听到的老年人已经告诉我们,他们 添加 下降 因为 我 从 迎新 期间 听到 ， 老年人 已经 告诉 我们,17.018897032834793,16.111897385182505,22.830463737811247,22.830463737811247
8719,29NC54FBQ_0101,Conversation,29,54,"['就', '不要', '换', '你', '的', '班', 'although', 'the', 'timetable', 'may', 'be', 'very', 'very', 'terrible']",14,['man > eng'],although,2,8,don't change your class although the timetable may be very very termrible,don't change your class although the timetable may be very very terrible,虽然,2,2,50096116,10190811,12.795026290965572,11.363945771993794,尽管时间表可能非常可怕，虽然时间表可能非常可怕,就 不要 换 你 的 班 虽然 时间表 可能 非常 可怕,14.154631635965682,14.154631635965682,21.444591545640474,21.67566718927051
8722,29NC54FBQ_0101,Conversation,29,54,"['还有', '一个', '是', 'then', 'he', 'went', 'to', 'marketing']",8,['man > eng'],then,2,4,another one is then he is to marketing,another one is then he went to marketing,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后他去营销,还有 一个 是 然后 他 去 营销,9.45040873327293,9.45040873327293,20.620483305354295,24.55065743099396
8734,29NC53MBP_0101,Conversation,29,53,"['懂', '了', '你', 'starting', '太', '#nua#', '了']",7,"['man > eng', 'eng > man', 'man > other', 'other > man']",starting,1,8,understand you starting too # nua #,understand you starting too #nua# be,开始,2,1,12440553,15768676,14.804674428480888,10.734153109029094,懂懂你开始太＃nua＃了,懂 了 你 开始 太 ＃ NUA ＃ 了,15.807893128735747,15.807893128735747,21.445996721224613,21.445996721224613
8746,29NC54FBQ_0101,Conversation,29,54,"['可是', '如果', 'you', 'know', 'that', 'he', 'will', 'give', 'you', 'rubbish', 'work', 'right', 'but', 'at', 'least', 'he', 'spent', 'the', 'time', 'doing', 'it', 'right', 'then', '你', '也', '会', '爽', '一点点']",28,"['man > eng', 'eng > man']",you,2,3,"but if you know that he will give you rubbish work right but at, the time doing it right then",if you know that he will give you rubbish work right but at least he spent the time doing it right then you will be a little bit more refreshing,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,可是可是你知道他会给你垃圾工作，但至少他花了时间做，然后你你会爽一点点,可是 如果 你 知道 他会 给 你 正确 的 垃圾 工作 ， 但 至少 他花 了 很多 时间 做 你 也 会爽 一点点,3.688715795749065,5.72830556701339,21.833890624429994,22.02201141244346
8749,29NC54FBQ_0101,Conversation,29,54,"['我们', '四个', '人', 'then', 'there', 'are', 'three', 'girls', 'and', 'one', 'guy', ""he's"", 'the', 'guy', 'so']",15,['man > eng'],then,2,4,"we four, then there are three girls and one guy the guy so",four we then there are three girls and one guy the guy so,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后有三个女孩，一个男人,我们 四个 人 然后 有 三个 女孩 ， 一个 男人,10.485623510832344,12.504710674087834,20.620483305354295,24.125491162371137
8754,29NC54FBQ_0101,Conversation,29,54,"['我', 'friend', 'send', '给', '我们', '然后', 'send', '给', '我', '然后']",10,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",friend,0,6,i friend send to us and then send to me,i friend send give us and send give me and,朋友,2,0,41772931,3462542,13.057156671360376,12.921311163890891,我朋友发送给给然后然后发送给给我然后,我 朋友 发送给 我们 然后 发送给 我 然后,16.245618610906913,16.245618610906913,22.308630690398438,22.308630690398438
8757,29NC54FBQ_0101,Conversation,29,54,"['所以', 'company', '就是', 'six', 'pages']",5,"['man > eng', 'eng > man', 'man > eng']",company,0,7,so company is six pages,so company that is six pages,公司,2,0,53595544,31694321,12.697611986975334,9.726990279000544,所以公司就是六页,所以 公司 就是 六页,15.58459312219742,15.58459312219742,21.74516856887174,21.74516856887174
8759,29NC54FBQ_0101,Conversation,29,54,"['所以', '每', '一个', 'company', 'is', 'around', 'three', 'pages', '然后', '你', '就']",11,"['man > eng', 'eng > man']",company,0,7,"so every company is arbiting three pages, then you",so every one company is around three pages then you,公司,2,0,53595544,31694321,12.697611986975334,9.726990279000544,所以每个公司约为三页然后然后就就就你就,所以 每 一个 公司 大约 三页 然后 你 就,12.024744218647701,11.337585786001346,19.831618396805204,19.831618396805204
8760,29NC54FBQ_0101,Conversation,29,54,"['就', '抄', '抄', '抄', '很', '短', '每个', '每个', 'analysis', '就', '很', '短', '很', '短', '很', '短', 'go', 'straight', 'to', 'the', 'point']",21,"['man > eng', 'eng > man', 'man > eng']",analysis,0,8,"just copy a very short and each analysis is very short, short, short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short, very short.","just copy very short and each one analysis it's very short, short and short go straight to the point",分析,2,1,44572547,14361584,12.963569642253628,10.868999761007473,分析就很每每很很就就就就就短很短很很很很很很很很很很,就 抄抄 抄 很 短 每个 每个 分析 就 很 短 很 短 很 短 直接,16.333839055322837,14.292487001204174,20.925472845673998,23.830009644644623
8761,29NC54FBQ_0101,Conversation,29,54,"['我们', '的', 'company', '他', '的']",5,"['man > eng', 'eng > man']",company,0,7,our company his,our company his,公司,2,0,53595544,31694321,12.697611986975334,9.726990279000544,我们公司他他他他,我们 的 公司 他 的,9.969237428916722,9.969237428916722,19.786005002134303,19.9546194283746
8762,29NC54FBQ_0101,Conversation,29,54,"['很', '奇怪', '因为', 'we', 'did', 'when', 'we', 'choose', 'right']",9,['man > eng'],we,2,2,it's strange because we do when we chooose right,strange because we did when we choose right,我们,2,2,600896170,73177380,9.210681223869788,8.519816876703524,当我们选择正确时，我们做了,很 奇怪 因为 当 我们 选择 正确 时 ， 我们 做到 了,6.990322327708763,6.990322327708763,24.111329782902633,23.89714215732139
8764,29NC54FBQ_0101,Conversation,29,54,"['两个', 'company']",2,['man > eng'],company,0,7,two company,two company,公司,2,0,53595544,31694321,12.697611986975334,9.726990279000544,两公司,两个 公司,13.882481348020796,13.882481348020796,19.786005002134303,19.890310222385676
8768,29NC53MBP_0101,Conversation,29,53,"['他', '也', '是', '从', '外国', '来', '的', 'i', 'think']",9,['man > eng'],i,2,1,he is also i think from foreign countries,he also comes from foreign countries i think,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我想我想,他 也 是从 外国 来 的 我 认为,20.600486959187123,19.363335162474787,21.795383498339675,21.37091882093049
8770,29NC53MBP_0101,Conversation,29,53,"['我', '不', '知道', '他们', '讲', '他', '讲话', '也', '是', 'they', 'cannot', 'get', 'it']",13,['man > eng'],they,2,4,"i don't know that they speak him and speak, which is also they cannit it",i don't know if they speak him and speak they cannot get it,他们,2,2,739975345,46390451,8.910319747450705,9.177386768008562,我我不他们讲讲话是是,我 不 知道 他们 讲 他 讲话 也 是 他们 无法 明白,4.572538351083321,3.203260186324939,23.854045787567987,24.0521247194315
8785,29NC54FBQ_0101,Conversation,29,54,"['因为', 'derivatives', 'past', 'year', '很多', '都', '是', 'joseph', 'kang', '的']",10,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",derivatives,0,11,because derivatives past year is many of them are joseph kang,because derivatives past year many are all joseph kang of,衍生物,3,0,3108832,0,16.805280483936734,34.64471130410952,因为衍生物过去一年很多很多都是都,因为 过去 一年 的 衍生物 很多 都 是 约瑟夫 · 康 的,19.246354461191757,19.246354461191757,24.18982428624234,23.977045822558953
8796,29NC53MBP_0101,Conversation,29,53,"['他', '自己', '去', 'add', 'on']",5,['man > eng'],add,1,3,he goes to the add on yourself,he goes by himself add on,添加,2,0,23337076,233381,13.897101234125346,16.812383716448984,他自己去添加,他 自己 去 添加 在,16.765701334406526,20.245553890924832,22.971720757418904,22.971720757418904
8797,29NC54FBQ_0101,Conversation,29,54,"['我', '不', '知道', 'then', '他', '的', '东西', '很', '厚', '还', '可以', 'bind', 'then', '我们', '难怪', '他', '每次', '拿', 'a.', '他', '就', '很', '好']",23,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",then,2,4,"i don’t know that, he is very thick, and you can bind then we are no wonder he takes a. he is very good every time he takes a.",i have no idea then his things are very thick bind then we are no wonder he takes every time he takes a. he is very good,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后，然后bond the他厚还还还可以拿难怪拿拿a。他就很,我 不 知道 然后 他 的 东西 很厚 还 可以 然后 绑定 我们 难怪 他 每次 拿 A 。 他 就 很 好,12.857780472881698,13.128801305274322,20.620483305354295,24.028088244315327
8800,29NC54FBQ_0101,Conversation,29,54,"['那些', 'test', 'then', 'they', 'would', 'ask', 'you', 'to', 'go', 'to', 'the', 'place', 'itself']",13,['man > eng'],test,0,4,those test theey would ask you to go to the place itset,those ones test then they would ask you to go to the place itself,测试,2,0,41399387,699001,13.070115639266906,15.22977631013207,那些测试然后他们会要求您去这个地方,那些 然后 测试 他们 会 要求 您 去 这个 地方,15.036071372277474,15.754010458458245,23.784396249973724,23.830009644644623
8804,29NC54FBQ_0101,Conversation,29,54,"['就是', 'english', 'is', 'very', 'good', 'right', 'higher', 'chinese', 'one']",9,['man > eng'],english,0,7,it is english is very good right higher chinese one one,that is english is very good right higher chinese one,英语,2,0,63389720,962419,12.455476149738429,14.768405705305852,就英语非常好，较高的中文,就是 英语 非常 好 ， 高等 中文,26.80602636358979,26.793268498741373,20.720971630224636,20.786828854705778
8810,29NC53MBP_0101,Conversation,29,53,"['他', '讲', 'i', 'think', 'this', 'is', 'a', 'valid', 'point', 'but', 'then']",11,['man > eng'],i,2,1,he said i think this is a valid point but then,he said i think this is a valid point but then,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,他讲我认为这是一个有效的观点，但是,他 讲 我 认为 这是 一个 有效 的 观点 ， 但是,20.125241627955443,20.125241627955443,21.24791812155391,21.24791812155391
8811,29NC53MBP_0101,Conversation,29,53,"['讲', '一点点', '他', '就', 'add', '他', '的', 'comment']",8,"['man > eng', 'eng > man', 'man > eng']",add,1,3,"if you talk a little, he will add his comments",just talk a little bit add his comment,添加,2,0,23337076,233381,13.897101234125346,16.812383716448984,讲讲他添加他他评论,讲 一点点 他 就 添加 他 的 评论,11.01390508506295,17.733569999312667,23.304905826829582,22.87607713248215
8813,29NC53MBP_0101,Conversation,29,53,"['真', 'you', 'look', 'around', ""it's"", 'all', 'hands']",7,['man > eng'],you,2,3,true you look around all hands,real you look around all hands,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,真你环顾四周,真 你 环顾四周,12.711322642648685,12.792997559946444,22.365757887846218,22.365757887846218
8815,29NC53MBP_0101,Conversation,29,53,"['我', '就', '觉得', 'question', '很', 'stupid', '有', '有', 'intelligent', 'questions', 'there', 'is', 'but']",13,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",question,0,8,i feel that the question is very stupid.,i think question very stupid have intelligent questions there is but,问题,2,0,72550408,50671348,12.26074131762485,9.050044430791882,我我就问题很愚蠢的有,我 就 觉得 问题 很 愚蠢 的 有 有 聪明 的 问题 有 但是,11.069389921260614,16.549769364382655,23.830009644644623,23.784396249973724
8818,29NC53MBP_0101,Conversation,29,53,"['因为', '没有', '人', 'answer', 'the', 'class', 'cannot', 'go', 'on', 'so', '我', '要', '不要', '涂', '了']",15,"['man > eng', 'eng > man']",answer,1,6,"because no one is answer the class cannnot go on so, do i want to apply it?",because no one answer the class cannot go on so do i want to apply it?,回答,2,1,40616954,2282401,13.097642993981411,13.522590450657596,因为没有没有回答班不能继续进行，所以我我要不涂涂了,因为 没有 人 回答 班级 不能 继续下去 我要 不要 涂 了,20.442109054371222,14.935511625953094,21.833890624429994,22.129372806542126
8822,29NC53MBP_0101,Conversation,29,53,"['因为', 'company', 'law']",3,['man > eng'],company,0,7,because company law,because company law,公司,2,0,53595544,31694321,12.697611986975334,9.726990279000544,因为公司法律,因为 公司 法律,15.849869012142744,15.849869012142744,20.16739722767237,20.16739722767237
8828,29NC53MBP_0101,Conversation,29,53,"['我', '的', 'clique', '只有', '我', '一个', '人', '是', 'first', 'class', 'i', 'think', '三个', 'second', 'upper']",15,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",clique,0,6,my clique is the only one who is first class i think three second upper,mine clique only me is first class i think three second upper,集团,2,0,467470,6139546,19.538707452295345,12.095010757978972,我我集团只只有我一个人人人人人是是是人是三三,我 的 集团 只有 我 一个 人 是 我 认为 头等舱 三个 第二 鞋面,19.815063900337144,19.56411249652978,23.830009644644623,23.953010344021205
8835,29NC54FBQ_0101,Conversation,29,54,"['可是', '要', '做', 'project']",4,['man > eng'],project,0,7,but do project,but do project,项目,2,0,25213121,10453603,13.785550332287215,11.327214364162389,可是项目,可是 要 做 项目,17.180359347886792,17.180359347886792,22.308630690398438,22.683422577004773
8836,29NC53MBP_0101,Conversation,29,53,"['没有', 'project', '的']",3,"['man > eng', 'eng > man']",project,0,7,no project,no project of,项目,2,0,25213121,10453603,13.785550332287215,11.327214364162389,没有项目的,没有 项目 的,12.863803460710539,12.863803460710539,22.616028628586935,22.616028628586935
